request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
85,UserDecisionRequest,1,5700,5700,2971;-1;-1,2978;-1;-1,,,,,247.42003057313076,2561.389988109423,0:t_wait:84.77035542857266;t_drive:277.42003057313104;fare:256;willing:True|1:t_wait:115.97742368378749;t_drive:277.42003057313104;fare:256;willing:True,,,0,4,5784.77035542857,6062.190386001701,256,0
80,UserDecisionRequest,1,5520,5520,2978;-1;-1,2993;-1;-1,,,,,269.9089527131265,3392.4163615988246,0:t_wait:265.90881083991826;t_drive:329.9089527131264;fare:339;willing:True|1:t_wait:245.33295928687403;t_drive:299.9089527131264;fare:339;willing:True,,,1,4,5765.332959286876,6065.2419119999995,339,0
87,UserDecisionRequest,1,6060,6060,2978;-1;-1,2981;-1;-1,,,,,68.97806069802537,459.0023153406877,0:t_wait:2.190386001700972;t_drive:98.97806069802573;fare:100;willing:True|1:t_wait:221.80807946695768;t_drive:98.97806069802573;fare:100;willing:True,,,0,4,6062.190386001701,6161.168446699725,100,0
88,UserDecisionRequest,1,6240,6240,2974;-1;-1,2982;-1;-1,,,,,144.42734698804207,1300.2674156418354,0:t_wait:50.704534696240444;t_drive:174.4273469880418;fare:130;willing:True|1:t_wait:171.40087382851834;t_drive:174.4273469880418;fare:130;willing:True,,,0,0,6290.704534696241,6465.131881684285,130,0
90,UserDecisionRequest,1,6540,6540,2982;-1;-1,2983;-1;-1,,,,,47.50530195645062,395.8775163037552,0:t_wait:0;t_drive:77.50530195645024;fare:100;willing:True|1:t_wait:221.22230881656014;t_drive:77.50530195645024;fare:100;willing:True,,,0,0,6540,6617.505301956449,100,0
89,UserDecisionRequest,1,6420,6420,2992;-1;-1,2980;-1;-1,,,,,198.06309279928786,2377.7959948882412,0:t_wait:0;t_drive:228.06309279928792;fare:237;willing:True|1:t_wait:0;t_drive:228.06309279928792;fare:237;willing:True,,,0,3,6420,6648.06309279929,237,0
94,UserDecisionRequest,1,6660,6660,2968;-1;-1,2991;-1;-1,,,,,33.2441435462937,461.72421592074585,0:t_wait:209.75934637722457;t_drive:63.244143546293344;fare:100;willing:True|1:t_wait:28.14974705802433;t_drive:63.244143546293344;fare:100;willing:True,,,1,3,6688.149747058026,6751.3938906043195,100,0
95,UserDecisionRequest,1,6840,6840,2985;-1;-1,2987;-1;-1,,,,,62.67184160512741,870.4422445156586,0:t_wait:77.75857475413977;t_drive:92.67184160512716;fare:100;willing:True|1:t_wait:216.46640831711102;t_drive:92.67184160512716;fare:100;willing:True,,,0,0,6917.758574754141,7010.430416359269,100,0
91,UserDecisionRequest,1,6600,6600,2973;-1;-1,2982;-1;-1,,,,,189.2132879652384,1922.294373658451,0:t_wait:200.9820240347608;t_drive:219.21328796523812;fare:192;willing:True|1:t_wait:142.89744485132178;t_drive:219.21328796523812;fare:192;willing:True,,,1,0,6753.950484810419,6973.163772775659,192,0
92,UserDecisionRequest,1,6600,6600,2973;-1;-1,2992;-1;-1,,,,,210.01846377571817,2451.7304413294187,0:t_wait:200.9820240347608;t_drive:240.01846377571837;fare:245;willing:True|1:t_wait:153.95048481041977;t_drive:240.01846377571837;fare:245;willing:True,,,1,1,6742.897444851321,6982.915908627036,245,0
93,UserDecisionRequest,1,6660,6660,2966;-1;-1,2974;-1;-1,,,,,285.4550339569323,2330.1594114887325,0:t_wait:229.9869602780309;t_drive:315.4550339569323;fare:233;willing:True|1:t_wait:137.53417912007262;t_drive:315.4550339569323;fare:233;willing:True,,,1,4,6797.534179120071,7112.989213077004,233,0
96,UserDecisionRequest,1,6840,6840,2991;-1;-1,2983;-1;-1,,,,,292.24421954165257,3171.840523572809,0:t_wait:173.58000992351845;t_drive:322.24421954165246;fare:317;willing:True|1:t_wait:0;t_drive:322.24421954165246;fare:317;willing:True,,,1,3,6840.0,7162.244219541651,317,0
98,UserDecisionRequest,1,6900,6900,2976;-1;-1,2972;-1;-1,,,,,184.56391718766562,2043.1305057059728,0:t_wait:135.07555748348477;t_drive:214.56391718766554;fare:204;willing:True|1:t_wait:191.2099924647091;t_drive:214.56391718766554;fare:204;willing:True,,,0,4,7035.075557483487,7249.639474671154,204,0
97,UserDecisionRequest,1,6900,6900,2983;-1;-1,2971;-1;-1,,,,,242.39334212081602,2519.500917673467,0:t_wait:95.53311017582382;t_drive:272.39334212081576;fare:251;willing:True|1:t_wait:150.66907473210904;t_drive:272.39334212081576;fare:251;willing:True,,,0,1,6995.533110175821,7297.926452296635,251,0
99,UserDecisionRequest,1,7140,7140,2988;-1;-1,2971;-1;-1,,,,,86.6229651748205,775.530490028943,0:t_wait:41.30348712181876;t_drive:116.62296517482082;fare:100;willing:True|1:t_wait:66.84236696749213;t_drive:116.62296517482082;fare:100;willing:True,,,0,1,7181.303487121818,7297.926452296635,100,0
