request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
84,PreferredOperatorRequest,1,5700,5700,2974;-1;-1,2987;-1;-1,,,,,48.51319330375963,673.7943514411061,0:t_wait:238.81987270667014;t_drive:78.51319330375918;fare:100;willing:True|1:t_wait:211.8624512204051;t_drive:78.51319330375918;fare:100;willing:True,,,1,1,5911.862451220407,5990.375644524167,100,0
82,PreferredOperatorRequest,1,5580,5580,2966;-1;-1,2970;-1;-1,,,,,180.9694378426999,1660.3445869925658,0:t_wait:292.62948553026035;t_drive:210.96943784270024;fare:166;willing:True|1:t_wait:158.42488667311773;t_drive:210.96943784270024;fare:166;willing:True,,,0,1,5872.62948553026,6083.598923372962,166,0
85,PreferredOperatorRequest,1,5700,5700,2971;-1;-1,2978;-1;-1,,,,,247.42003057313076,2561.389988109423,0:t_wait:106.41295977197842;t_drive:277.42003057313104;fare:256;willing:True|1:t_wait:198.37829234340552;t_drive:277.42003057313104;fare:256;willing:True,,,0,3,5806.412959771976,6083.832990345107,256,0
87,PreferredOperatorRequest,1,6060,6060,2978;-1;-1,2981;-1;-1,,,,,68.97806069802537,459.0023153406877,0:t_wait:23.832990345107646;t_drive:98.97806069802573;fare:100;willing:True|1:t_wait:78.14149886977066;t_drive:98.97806069802573;fare:100;willing:True,,,0,3,6083.832990345107,6182.811051043131,100,0
88,PreferredOperatorRequest,1,6240,6240,2974;-1;-1,2982;-1;-1,,,,,144.42734698804207,1300.2674156418354,0:t_wait:68.07041669633418;t_drive:174.4273469880418;fare:130;willing:True|1:t_wait:50.704534696240444;t_drive:174.4273469880418;fare:130;willing:True,,,1,1,6290.704534696241,6465.131881684285,130,0
89,PreferredOperatorRequest,1,6420,6420,2992;-1;-1,2980;-1;-1,,,,,198.06309279928786,2377.7959948882412,0:t_wait:0;t_drive:228.06309279928792;fare:237;willing:True|1:t_wait:0;t_drive:228.06309279928792;fare:237;willing:True,,,1,0,6420,6648.06309279929,237,0
90,PreferredOperatorRequest,1,6540,6540,2982;-1;-1,2983;-1;-1,,,,,47.50530195645062,395.8775163037552,0:t_wait:52.914751508719746;t_drive:77.50530195645024;fare:100;willing:True|1:t_wait:0;t_drive:77.50530195645024;fare:100;willing:True,,,0,3,6592.914751508718,6670.420053465167,100,0
94,PreferredOperatorRequest,1,6660,6660,2968;-1;-1,2991;-1;-1,,,,,33.2441435462937,461.72421592074585,0:t_wait:28.14974705802433;t_drive:63.244143546293344;fare:100;willing:True|1:t_wait:211.90992308787827;t_drive:63.244143546293344;fare:100;willing:True,,,0,4,6688.149747058026,6751.3938906043195,100,0
92,PreferredOperatorRequest,1,6600,6600,2973;-1;-1,2992;-1;-1,,,,,210.01846377571817,2451.7304413294187,0:t_wait:106.05616943342375;t_drive:240.01846377571837;fare:245;willing:True|1:t_wait:200.9820240347617;t_drive:240.01846377571837;fare:245;willing:True,,,0,2,6706.056169433422,6946.074633209137,245,0
95,PreferredOperatorRequest,1,6840,6840,2985;-1;-1,2987;-1;-1,,,,,62.67184160512741,870.4422445156586,0:t_wait:77.75857475413977;t_drive:92.67184160512716;fare:100;willing:True|1:t_wait:125.26387671059001;t_drive:92.67184160512716;fare:100;willing:True,,,0,3,6917.758574754141,7010.430416359269,100,0
91,PreferredOperatorRequest,1,6600,6600,2973;-1;-1,2982;-1;-1,,,,,189.2132879652384,1922.294373658451,0:t_wait:106.05616943342375;t_drive:219.21328796523812;fare:192;willing:True|1:t_wait:153.95048481041977;t_drive:219.21328796523812;fare:192;willing:True,,,1,2,6753.950484810419,6973.163772775659,192,0
98,PreferredOperatorRequest,1,6900,6900,2976;-1;-1,2972;-1;-1,,,,,184.56391718766562,2043.1305057059728,0:t_wait:212.18544279132493;t_drive:214.56391718766554;fare:204;willing:True|1:t_wait:88.0462196890503;t_drive:214.56391718766554;fare:204;willing:True,,,1,1,6988.04621968905,7202.610136876718,204,0
93,PreferredOperatorRequest,1,6660,6660,2966;-1;-1,2974;-1;-1,,,,,285.4550339569323,2330.1594114887325,0:t_wait:158.42488667311773;t_drive:315.4550339569323;fare:233;willing:True|1:t_wait:158.42488667311773;t_drive:315.4550339569323;fare:233;willing:True,,,1,3,6818.424886673116,7233.737478344332,233,0
99,PreferredOperatorRequest,1,7140,7140,2988;-1;-1,2971;-1;-1,,,,,86.6229651748205,775.530490028943,0:t_wait:31.62247258672869;t_drive:116.62296517482082;fare:100;willing:True|1:t_wait:19.330044616731357;t_drive:152.2697811748203;fare:100;willing:True,,,0,3,7171.62247258673,7288.245437761547,100,0
97,PreferredOperatorRequest,1,6900,6900,2983;-1;-1,2971;-1;-1,,,,,242.39334212081602,2519.500917673467,0:t_wait:218.86868477525422;t_drive:272.39334212081576;fare:251;willing:True|1:t_wait:47.50530195645024;t_drive:272.39334212081576;fare:251;willing:True,,,0,0,7118.868684775252,7391.262026896066,251,0
96,PreferredOperatorRequest,1,6840,6840,2991;-1;-1,2983;-1;-1,,,,,292.24421954165257,3171.840523572809,0:t_wait:0;t_drive:322.24421954165246;fare:317;willing:True|1:t_wait:142.05406774717449;t_drive:408.90225382736753;fare:317;willing:True,,,1,3,6982.054067747175,7390.956321574538,317,0
